company_full_name,company_name,ticker,email,context,context_2,company_address,company_phone,company_website,CFO_full_name,CFO_first_name
DDC Enterprise,DDC Enterprise,DDC,pr@coreir.com,Media: CORE PR Kati Waldenburg,,"Room 1601-1602, 16th Floor   Hollywood Center 233 Hollywood Road   Sheung Wan   Hong Kong",852 2803 0688  ,https://ir.daydaycook.com  ,Ms. Shuk Kwan  Lui ,Shuk
"Citius Pharmaceuticals, Inc.",Citius Pharmaceuticals .,CTXR,ir@citiuspharma.com,Ilanit Allen   908-967-6677 x113,Ilanit Allen   908-967-6677 x113,"11 Commerce Drive   First Floor   Cranford, NJ 07016   United States",908 967 6677  ,https://citiuspharma.com  ,Mr. Jaime  Bartushak ,Jaime
"Citius Pharmaceuticals, Inc.",Citius Pharmaceuticals .,CTXR,Greg@STiR-communications.com,STiR-communications Greg Salsburg,,"11 Commerce Drive   First Floor   Cranford, NJ 07016   United States",908 967 6677  ,https://citiuspharma.com  ,Mr. Jaime  Bartushak ,Jaime
DDC Enterprise,DDC Enterprise,DDC,bdipalma@yahoofinance.com.,,,"Room 1601-1602, 16th Floor   Hollywood Center 233 Hollywood Road   Sheung Wan   Hong Kong",852 2803 0688  ,https://ir.daydaycook.com  ,Ms. Shuk Kwan  Lui ,Shuk
"Sidus Space, Inc.",Sidus Space .,SIDU,sidus@kcsa.com,Investor Relations  Valter Pinto or Jack Perkins KCSA Strategic Communications sidus@kcsa.com  (212) 896-1254,,"150 North Sykes Creek Parkway   Suite 200   Merritt Island, FL 32953   United States",321 450 5633  ,https://www.sidusspace.com  ,,
"Sidus Space, Inc.",Sidus Space .,SIDU,press@sidusspace.com,Media Inquiries ,,"150 North Sykes Creek Parkway   Suite 200   Merritt Island, FL 32953   United States",321 450 5633  ,https://www.sidusspace.com  ,,
MAIA Biotech,MAIA Biotech,MAIA,ir@maiabiotech.com,Investor Relations Contact  +1 (872) 270-3518,Investor Relations Contact  +1 (872) 270-3518,"444 West Lake Street   Suite 1700   Chicago, IL 60606   United States",312 416 8592  ,https://www.MAIABiotech.com  ,,
"TruGolf Holdings, Inc.,",TruGolf Holdings .,TRUG,trug@trugolf.com,,"TruGolf Inc. Brenner Adams, Chief Growth Officer 801-298-1997","60 North 1400 West   Centerville, UT 84014    United States",801-298-1997  ,https://trugolf.com  ,Mr. Lindsay  Jones ,Lindsay
"TruGolf Holdings, Inc.,",TruGolf Holdings .,TRUG,laura@franchisewell.com,,,"60 North 1400 West   Centerville, UT 84014    United States",801-298-1997  ,https://trugolf.com  ,Mr. Lindsay  Jones ,Lindsay
Haypp Group,Haypp Group,HAYPP.ST,,,,"Östgötagatan 12   Stockholm, 116 25    Sweden",,https://hayppgroup.com  ,Mr. Peter  Deli ,Peter
"AtlasClear Holdings, Inc.",AtlasClear Holdings .,ATCH,AtlasClearPR@icrinc.com,Media AtlasClearPR@icrinc.com  Investors atlasclearir@icrinc.com,,"4030 Henderson Blvd.   Suite 712   Tampa, FL 33629   United States",727-446-6660  ,,Mr. Richard Wright Barber ,Richard
"AtlasClear Holdings, Inc.",AtlasClear Holdings .,ATCH,atlasclearir@icrinc.com,"A live webcast of the presentation will be available on the AtlasClear Investor Relations website at  https://investors.atlasclear.com  under the ""Events & Presentations"" section and archived for a limited time. If you are interested in meeting with management at this event, please reach out to  Media AtlasClearPR@icrinc.com  Investors atlasclearir@icrinc.com",,"4030 Henderson Blvd.   Suite 712   Tampa, FL 33629   United States",727-446-6660  ,,Mr. Richard Wright Barber ,Richard
"AtlasClear Holdings, Inc.",AtlasClear Holdings .,ATCH,ir@puyiwm.com,,,"4030 Henderson Blvd.   Suite 712   Tampa, FL 33629   United States",727-446-6660  ,,Mr. Richard Wright Barber ,Richard
"Equillium, Inc.",Equillium .,EQ,ir@equilliumbio.com,"Investor Contact  Michael Moore Vice President, Investor Relations & Corporate Communications 619-302-4431",,"2223 Avenida De La Playa   Suite 105   La Jolla, CA 92037   United States",858 240 1200  ,https://www.equilliumbio.com  ,Mr. Jason A. Keyes ,Jason
Huize Holding Limited,Huize Holding Limited,HUIZ,investor@huize.com,Harriet Hu Investor Relations Director +852 28799800 investor@huize.com http://ir.huize.com/,Investor Relations Harriet Hu Investor Relations Director,"Building T1   Qianhai Financial Centre 49th Floor Linhai Avenue,Qianhai Shenzhen-Hong Kong   Shenzhen, 518000   China",86 755 3689 9088  ,https://www.huize.com  ,Mr. Minghan  Xiao ,Minghan
Huize Holding Limited,Huize Holding Limited,HUIZ,mediacenter@huize.com,Media Relations,,"Building T1   Qianhai Financial Centre 49th Floor Linhai Avenue,Qianhai Shenzhen-Hong Kong   Shenzhen, 518000   China",86 755 3689 9088  ,https://www.huize.com  ,Mr. Minghan  Xiao ,Minghan
Huize Holding Limited,Huize Holding Limited,HUIZ,crystal.lai@christensencomms.com,Christensen  In China Ms. Crystal Lai Phone: +852 2117 0861 Email: ,,"Building T1   Qianhai Financial Centre 49th Floor Linhai Avenue,Qianhai Shenzhen-Hong Kong   Shenzhen, 518000   China",86 755 3689 9088  ,https://www.huize.com  ,Mr. Minghan  Xiao ,Minghan
Huize Holding Limited,Huize Holding Limited,HUIZ,linda.bergkamp@christensencomms.com,In U.S. Ms. Linda Bergkamp Phone: +1-480-614-3004 Email: ,,"Building T1   Qianhai Financial Centre 49th Floor Linhai Avenue,Qianhai Shenzhen-Hong Kong   Shenzhen, 518000   China",86 755 3689 9088  ,https://www.huize.com  ,Mr. Minghan  Xiao ,Minghan
Ideanomics,Ideanomics,IDEX,,,,"1441 Broadway   Suite 5116   New York, NY 10018   United States",212 206 1216  ,https://www.ideanomics.com  ,Mr. Ryan M. Jenkins ,Ryan
La Rosa Holdings Corp,La Rosa Holdings,LRHC,monica@NewtoTheStreet.com,New to The Street Monica Brennan monica@NewtoTheStreet.com https://newtothestreet.com/ 1-917-330-2564,,"1420 Celebration Blvd   Suite 200 2nd Floor   Celebration, FL 34747   United States",321-250-1799  ,https://www.larosarealty.com  ,Mr. Kent C. Metzroth ,Kent
HealWell AI,HealWell AI,HWAIF,jamespainter@emergingmarketsllc.com,,,"4881 Yonge Street   Suite 300   Toronto, ON M2N 5X3   Canada",,https://www.healwell.ai  ,Mr. Gerald Scott Nirenberski ,Gerald
Satixfy Communications Ltd.,Satixfy Communications .,SATX,info@satixfy.com,"Media Contact: Helena Itzhak / Aviv Sax Nahamoni, ","Media Contact: Helena Itzhak / Aviv Sax Nahamoni, ","12 Hamada Street   Rehovot, 670315    Israel",972 8 939 3200  ,https://www.satixfy.com  ,Mr. Oren  Harari ,Oren
Satixfy Communications Ltd.,Satixfy Communications .,SATX,satixfy@ekglobal.com,"Investor Contact: Ehud Helft & Kenny Green, EK Global IR, ","Investor Contact: Kenny Green & Ehud Helft, EK Global IR, ","12 Hamada Street   Rehovot, 670315    Israel",972 8 939 3200  ,https://www.satixfy.com  ,Mr. Oren  Harari ,Oren
Satixfy Communications Ltd.,Satixfy Communications .,SATX,finance@satixfy.com,"Shareholders may request, free of charge, a hard copy of the Annual Report, which includes SatixFy’s complete audited consolidated financial statements for the year ended December 31, 2023, by contacting  .",,"12 Hamada Street   Rehovot, 670315    Israel",972 8 939 3200  ,https://www.satixfy.com  ,Mr. Oren  Harari ,Oren
BioHarvest Sciences Inc.,BioHarvest Sciences .,CNVCF,info@bioharvest.com,"BioHarvest Corporate Contact: Dave Ryan, VP Investor Relations & Director +1 (604) 622-1186",,"1140-625 Howe Street   Vancouver, BC V6C 2T6    Canada",604 622 1186  ,https://www.bioharvest.com  ,,
BioHarvest Sciences Inc.,BioHarvest Sciences .,CNVCF,BHSC@mzgroup.us,Investor Relations Contact: Lucas A. Zimmerman Managing Director MZ Group - MZ North America +1 (949) 259-4987,,"1140-625 Howe Street   Vancouver, BC V6C 2T6    Canada",604 622 1186  ,https://www.bioharvest.com  ,,
CNS Pharmaceuticals,CNS Pharmaceuticals,CNSP,CNSP@jtcir.com,"CONTACTS: Investor Relations Contact JTC Team, LLC Jenene Thomas 833-475-8247","Investor Relations Contact JTC Team, LLC Jenene Thomas 833-475-8247","2100 West Loop South   Suite 900   Houston, TX 77027   United States",800 946 9185  ,https://www.cnspharma.com  ,,
"OriginClear, Inc.",OriginClear .,OCLN,spickryan@gmail.com,Fortune Rise Acquisition Corporation Ryan Spick,,"13575 58th Street North   Suite 200   Clearwater, FL 33760-3739   United States",727 440 4603  ,https://www.originclear.com  ,Mr. Prasad  Tare ,Prasad
XORTX Therapeutics Inc.,XORTX Therapeutics .,XRTX,adavidoff@xortx.com, or +1 403 455 7727, or +1 403 455 7727,,,,,
XORTX Therapeutics Inc.,XORTX Therapeutics .,XRTX,kgolodetz@lhai.com, or 1 212 838 3777, or 1 212 838 3777,,,,,
XORTX Therapeutics Inc.,XORTX Therapeutics .,XRTX,nick@alpineequityadv.com, or +1 617 901 0785, or +1 617 901 0785,,,,,
"OriginClear, Inc.",OriginClear .,OCLN,ann@mpublicrelations.com,Media and Investor Relations Contact  M Public Relations Ann Pedersen (402) 547-6001 ann@mpublicrelations.com  www.mpublicrelations.com,,"13575 58th Street North   Suite 200   Clearwater, FL 33760-3739   United States",727 440 4603  ,https://www.originclear.com  ,Mr. Prasad  Tare ,Prasad
"Envoy Medical, Inc.",Envoy Medical .,COCH,investorrelations@envoymedical.com,Investor Contact:  CoreIR  516-222-2560  ,,"4875 White Bear Parkway   White Bear Lake, MN 55110    United States",877 900 3277  ,https://www.envoymedical.com  ,Mr. David R. Wells ,David
Sonoma Pharma,Sonoma Pharma,SNOA,busdev@sonomapharma.com,"About Sonoma Pharmaceuticals, Inc. Sonoma Pharmaceuticals is a global healthcare leader for developing and producing stabilized hypochlorous acid (HOCl) products for a wide range of applications, including wound, eye, oral and nasal care, dermatological conditions, podiatry, animal health care and non-toxic disinfectants. Sonoma's products are clinically proven to reduce itch, pain, scarring, and irritation safely and without damaging healthy tissue. In-vitro and clinical studies of HOCl show it to safely manage skin abrasions, lacerations, minor irritations, cuts, and intact skin. Sonoma's products are sold either directly or via partners in 55 countries worldwide and the company actively seeks new distribution partners. The company's principal office is in Boulder, Colorado, with manufacturing operations in Guadalajara, Mexico. European marketing and sales are headquartered in Roermond, Netherlands. More information can be found at  www.sonomapharma.com . For partnership opportunities, please contact  .","Sonoma will showcase this expanded product line at CPHI Japan in Tokyo April 17-19, 2024, at booth 5K-03. Sonoma will also showcase Microcyn NPWT Solution at the Symposium on Advanced Wound Care (SAWC) Spring Conference in Orlando, Florida, May 14-18, 2024 at booth 1102. To set up a meeting at either conference, please contact  . Sonoma Pharmaceuticals is a global healthcare leader for developing and producing stabilized hypochlorous acid (HOCl) products for a wide range of applications, including wound, eye, oral and nasal care, dermatological conditions, podiatry, animal health care and non-toxic disinfectants. Sonoma's products are clinically proven to reduce itch, pain, scarring, and irritation safely and without damaging healthy tissue. In-vitro and clinical studies of HOCl show it to safely manage skin abrasions, lacerations, minor irritations, cuts, and intact skin. Sonoma's products are sold either directly or via partners in 55 countries worldwide and the company actively seeks new distribution partners. The company's principal office is in Boulder, Colorado, with manufacturing operations in Guadalajara, Mexico. European marketing and sales are headquartered in Roermond, Netherlands. More information can be found at  www.sonomapharma.com . For partnership opportunities, please contact  busdev@sonomapharma.com .","5445 Conestoga Court   Suite 150   Boulder, CO 80301   United States",800 759 9305  ,https://www.sonomapharma.com  ,Mr. Jerome J. Dvonch ,Jerome
Sonoma Pharma,Sonoma Pharma,SNOA,customerservice@sonomapharma.com,"For more information, or to order Microcyn® Negative-Pressure Wound Therapy Solution, please visit  https://pro.sonomapharma.com/  or contact our customer service department at 720-452-9690 or  .",,"5445 Conestoga Court   Suite 150   Boulder, CO 80301   United States",800 759 9305  ,https://www.sonomapharma.com  ,Mr. Jerome J. Dvonch ,Jerome
"FingerMotion, Inc.",FingerMotion .,FNGR,info@fingermotion.com,"FingerMotion, Inc. For further information e-mail:  Phone: 718-269-3366","Company Contact: FingerMotion, Inc. For further information e-mail:    Phone: 718-269-3366","111 Somerset Road   Level 3   Singapore, 238164   Singapore",347 349 5339  ,https://fingermotion.com  ,Mr. Yew Hon  Lee ,Yew
"FingerMotion, Inc.",FingerMotion .,FNGR,info@skylineccg.com,"New York, NY, 10036 Office: (646) 893-5835 Email: ",,"111 Somerset Road   Level 3   Singapore, 238164   Singapore",347 349 5339  ,https://fingermotion.com  ,Mr. Yew Hon  Lee ,Yew
Luventix,Luventix,PRIVATE,ir@luventix.com,,,,,,,
,,,,,,,,,,
"Can-Fite BioPharma, Ltd.",Can-Fite BioPharma .,CANF,info@canfite.com,Can-Fite BioPharma Motti Farbstein info@canfite.com  +972-3-9241114,,,,,,
SRAX,SRAX,SRAX,Investors@srax.com,"Los Angeles, March 05, 2024 (GLOBE NEWSWIRE) -- Los Angeles, [5 March 2024] - SRAX Inc. (OTC: SRAX), a financial technology company that unlocks data and insights for publicly traded companies through its SaaS platform Sequire, today announced it has selected XDEFI as its Web3 wallet partner. XDEFI is a pioneering multichain cryptocurrency wallet. The partnership will enable SRAX’s network of active equity investors to access decentralized applications and assets spanning 200+ blockchains, seamlessly and securely. In addition, SRAX clients who download the wallet will be eligible for airdrops in $XDEFI tokens and many future token airdrops.  In 2023, over $5 billion was given away through airdrops and experts believe $10 billion will be airdropped in 2024. This partnership will allow Sequire clients to reward their shareholders with valuable airdrops.  The SRAX investor intelligence and communications platform, Sequire, tracks a global network of active investors’ buying and selling behaviors, enabling public companies to leverage those insights to acquire shareholders and engage with them. The XDEFI multichain cryptocurrency wallet, with over 230,000 active users, provides access to every application, asset, and NFT across every major blockchain ecosystem, including Ethereum, Bitcoin, THORChain, Cosmos, Solana, and TRON. Emile Dubié, CEO of XDEFI, said: “Our partnership with SRAX represents a significant leap forward, as it equips active equity investors with the tools they need to access decentralized finance and explore new investment opportunities. We believe this will spur DeFi and Web3 adoption, ushering in a new stream of capital into the ecosystem. We are thrilled to be working with Chris and the SRAX team on this groundbreaking project.” Christopher Miglino, Founder and CEO of SRAX, said: “We work tirelessly to drive value and new opportunities for the issuers on the Sequire platform and the investors who participate in our events. XDEFI represents a multichain wallet, and we are proud to partner with them to bring the world of Web3 to our users.” About SRAX SRAX (OTC: SRAX) is a financial technology company that unlocks data and insights for publicly traded companies. Through its premier investor intelligence and communications platform, Sequire, companies can track their investors' behaviors and trends and use those insights to engage current and potential investors across marketing channels. For more information on SRAX, visit srax.com and mysequire.com. About XDEFI XDEFI is a pioneering multichain cryptocurrency wallet with 230,000+ active users. XDEFI users have access to every application, asset, and NFT across major blockchain ecosystems such as Ethereum, Bitcoin, THORChain, Cosmos, Solana, and NEAR. In the 6 months to February 28, 2024, $215 million in swap volume was processed in XDEFI swaps. Install XDEFI:  https://go.xdefi.io/sequire Story continues   Contact: Kevin Beardsley, COO, XDEFI info@xdefi.io Contact: Investor Relations, SRAX investors@srax.com   SRAX, Inc., a technology company, focused on enhancing communications between public companies and their shareholders and investors in the United States. The company offers Sequire, a Saas platform that allows issuers to track their shareholders' behaviors and trends, then use data-driven insights to engage with shareholders across marketing channels. It also organizes and hosts investor conferences within the micro and small- cap markets. The company markets and sells its services through its in-house sales and marketing team. The company was formerly known as Social Reality, Inc. and changed its name to SRAX, Inc. in August 2019. SRAX, Inc. was founded in 2009 and is headquartered in Westlake Village, California. Cautionary Statement Regarding Forward-Looking Information: This news release contains forward-looking statements made pursuant to the ""safe harbor"" provisions of the Private Securities Litigation Reform Act of 1995. Such forward-looking statements relate to future, not past, events and may often be identified by words such as expect, anticipate, intend, plan, believe, seek or will. Forward-looking statements by their nature address matters that are, to different degrees, uncertain. Specific risks and uncertainties that could cause our actual results to differ materially from those expressed in our forward-looking statements include risks inherent in our business, and our need for future capital. Actual results may differ materially from the results anticipated in these forward-looking statements. Additional information on potential factors that could affect our results and other risks and uncertainties are detailed from time to time in SRAX's periodic reports filed with the Securities and Exchange Commission (SEC), including its Annual Report on Form 10-K for the year ended December 31, 2021, its Quarterly Reports on Form 10-Q as well as and in other reports filed with the SEC. We do not assume any obligation to update any forward-looking statements. Contact Investors@srax.com View comments",,,,,,
SRAX,SRAX,SRAX,investors@srax.com,,,,,,,
SRAX,SRAX,SRAX,info@xdefi.io,,,,,,,
Regional Health Properties,Regional Health Properties,RHE,Brent.morrison@regionalhealthproperties.com,Brent.morrison@regionalhealthproperties.com,,,,,,
Biosyent,Biosyent,BIOYF,investors@biosyent.com,Mr. René C. Goehrum President and CEO BioSyent Inc. E-Mail:  Phone: 905-206-0013 Web:  www.biosyent.com,,,,,,
Sono-Tek Corp,Sono-Tek,SOTK,info@sono-tek.com,,,,,,,
Orion Energy Systems,Orion Energy Systems,OESX,,,,"2210 Woodland Drive   Manitowoc, WI 54220    United States",920 892 9340  ,https://www.orionlighting.com  ,Mr. John Per Brodin ,John
"Lisata Therapeutics, Inc",Lisata Therapeutics,LSTA,jmenditto@lisata.com,,,,,,,
Viemed Healthcare,Viemed Healthcare,VMD,investorinfo@viemed.com,,,,,,,
Viemed Healthcare,Viemed Healthcare,VMD,glen@bristolir.com,,,,,,,
De-Fi Technologies,De-Fi Technologies,DEFTF,,,,"198 Davenport Road   Toronto, ON M5R 1J2    Canada",,https://defi.tech  ,"Mr. Ryan Jeffery Ptolemy C.F.A., CPA, CGA ",Ryan
Perfect Corp,Perfect,PERF,contact_pr@perfectcorp.com,"Corporate : Tony Tsai at  press@perfectcorp.com  or by phone: +886-2-8667-1265, ext. 2167 USA : Allie Murphy at   or by phone +1 (415) 625-8555",,,,,,
Perfect Corp,Perfect,PERF,press@perfectcorp.com,"Corporate : Tony Tsai at   or by phone: +886-2-8667-1265, ext. 2167 USA : Allie Murphy at  contact_pr@perfectcorp.com  or by phone +1 (415) 625-8555",,,,,,
Geodrill Ltd,Geodrill,GEODF,,,,"Ragnall House   South Suite 18 Peel Road   Douglas, IM1 4LZ   Isle of Man",44 1624 676 585  ,https://www.geodrill-gh.com  ,Mr. Gregory  Borsk ,Gregory
Kits Eyecare,Kits Eyecare,KITS,,,,,,,,
Above Food Corp.,Above Food .,,,,,,,,,
Strawberry Fields REIT,Strawberry Fields REIT,STRW,Conference@EmergingGrowth.com,,,,,,,
Strawberry Fields REIT,Strawberry Fields REIT,STRW,Questions@EmergingGrowth.com,Submit Questions for any of the presenting companies to:  Submit Questions for any of the presenting companies to:  Questions@EmergingGrowth.com,,,,,,
Strawberry Fields REIT,Strawberry Fields REIT,STRW,ir@sfreit.com,Jeff Bajtner (773) 747-4100 x 422 ir@sfreit.com www.strawberryfieldsreit.com,,,,,,
"ProMIS Neurosciences, Inc.",ProMIS Neurosciences .,PMN,info@promisneurosciences.com.,,,,,,,
"ProMIS Neurosciences, Inc.",ProMIS Neurosciences .,PMN,annemarie.fields@sternir.com,,,,,,,
"Acurx Pharmaceuticals, Inc.",Acurx Pharmaceuticals .,ACXP,davidluci@acurxpharma.com,David P. Luci President & CEO 9175331469 davidluci@acurxpharma.com www.acurxpharma.com,,,,,,
Canoo,Canoo,GOEV,,,,"19951 Mariner Avenue   Torrance, CA 90503    United States",424 271 2144  ,https://www.canoo.com  ,Mr. Gregory D. Ethridge CPA ,Gregory
Ituran,Ituran,ITRN,ituran@ekgir.com,"To schedule a meeting with management, please contact an LD Micro representative or email a request to the Ituran investor relations team at  .",,,,,,
Zedge,Zedge,ZDGE,brian@haydenir.com,"Brian Siegel, IRC, MBA Senior Managing Director Hayden IR (346) 396-8696 ir@zedge.net",,,,,,
Zedge,Zedge,ZDGE,ir@zedge.net,"Brian Siegel, IRC, MBA Senior Managing Director Hayden IR (346) 396-8696 brian@haydenir.com ir@zedge.net",,,,,,
Newlake Capital Partners,Newlake Capital Partners,NCLP,,,,,,,,
HeartSciences,HeartSciences,HSCS,investorrelations@heartsciences.com,,,,,,,
HeartSciences,HeartSciences,HSCS,info@heartsciences.com,,,,,,,
Diamcor Mining Inc.,Diamcor Mining .,DMIFF,DeanT@Diamcor.com,Mr. Dean H. Taylor Diamcor Mining Inc +1 250 862-3212,,,,,,
Diamcor Mining Inc.,Diamcor Mining .,DMIFF,nsimon@investor3.ca,Mr. Neil Simon Investor Cubed Inc +1 (647) 258-3310,,,,,,
Diamcor Mining Inc.,Diamcor Mining .,DMIFF,rmatthews@integcom.us,Mr. Rich Matthews Integrous Communications +1 (604) 355-7179,,,,,,
